movieId,actor,director
892,Helena Bonham Carter|Richard E. Grant|Imogen Stubbs,Trevor Nunn
893,Nick Nolte|Sheryl Lee|Tony Robinow,Keith Gordon
894,Wolfgang Liebeneiner|Carl Esmond|Magda Schneider,Max Ophüls
895,Nelly Alard|Henry Jaglom|Melissa Leo,Henry Jaglom
896,Élodie Bouchez|Gaël Morel|Stéphane Rideau,André Téchiné
897,Gary Cooper|Ingrid Bergman|Akim Tamiroff,Sam Wood
898,Cary Grant|Katharine Hepburn|James Stewart,George Cukor
899,Gene Kelly|Donald O&apos;Connor|Debbie Reynolds,Stanley Donen|Gene Kelly
900,,
901,Audrey Hepburn|Fred Astaire|Kay Thompson,Stanley Donen
902,Audrey Hepburn|George Peppard|Patricia Neal,Blake Edwards
903,James Stewart|Kim Novak|Barbara Bel Geddes,Alfred Hitchcock
904,James Stewart|Grace Kelly|Wendell Corey,Alfred Hitchcock
905,Clark Gable|Claudette Colbert|Walter Connolly,Frank Capra
906,,
907,Fred Astaire|Ginger Rogers|Alice Brady,Mark Sandrich
908,,
909,Jack Lemmon|Shirley MacLaine|Fred MacMurray,Billy Wilder
910,Marilyn Monroe|Tony Curtis|Jack Lemmon,Billy Wilder
911,Cary Grant|Audrey Hepburn|Walter Matthau,Stanley Donen
912,Humphrey Bogart|Ingrid Bergman|Paul Henreid,Michael Curtiz
913,Humphrey Bogart|Mary Astor|Gladys George,John Huston
914,,
915,Humphrey Bogart|Audrey Hepburn|William Holden,Billy Wilder
916,,
917,Shirley Temple|Richard Greene|Anita Louise,Walter Lang|William A. Seiter
918,,
919,,
920,Clark Gable|Vivien Leigh|Thomas Mitchell,Victor Fleming|George Cukor|Sam Wood
921,Peter O&apos;Toole|Mark Linn-Baker|Jessica Harper,Richard Benjamin
922,,
923,Orson Welles|Joseph Cotten|Dorothy Comingore,Orson Welles
924,Keir Dullea|Gary Lockwood|William Sylvester,Stanley Kubrick
925,Ray Milland|Marlene Dietrich|Murvyn Vye,Mitchell Leisen
926,Bette Davis|Anne Baxter|George Sanders,Joseph L. Mankiewicz
927,Norma Shearer|Joan Crawford|Rosalind Russell,George Cukor
928,,
929,,
930,Cary Grant|Ingrid Bergman|Claude Rains,Alfred Hitchcock
931,Ingrid Bergman|Gregory Peck|Michael Chekhov,Alfred Hitchcock
932,,
933,Cary Grant|Grace Kelly|Jessie Royce Landis,Alfred Hitchcock
934,Spencer Tracy|Joan Bennett|Elizabeth Taylor,Vincente Minnelli
935,Fred Astaire|Cyd Charisse|Oscar Levant,Vincente Minnelli
936,Greta Garbo|Melvyn Douglas|Ina Claire,Ernst Lubitsch
937,Gary Cooper|Audrey Hepburn|Maurice Chevalier,Billy Wilder
938,Leslie Caron|Maurice Chevalier|Louis Jourdan,Vincente Minnelli|Charles Walters
939,,
940,Errol Flynn|Olivia de Havilland|Basil Rathbone,Michael Curtiz|William Keighley
941,Tyrone Power|Linda Darnell|Basil Rathbone,Rouben Mamoulian
942,Gene Tierney|Dana Andrews|Clifton Webb,Otto Preminger|Rouben Mamoulian
943,Gene Tierney|Rex Harrison|George Sanders,Joseph L. Mankiewicz
944,,
945,Fred Astaire|Ginger Rogers|Edward Everett Horton,Mark Sandrich
946,Carole Lombard|Jack Benny|Robert Stack,Ernst Lubitsch
947,William Powell|Carole Lombard|Alice Brady,Gregory La Cava
948,Elizabeth Taylor|Rock Hudson|James Dean,George Stevens
949,James Dean|Raymond Massey|Julie Harris,Elia Kazan
950,William Powell|Myrna Loy|Maureen O&apos;Sullivan,W.S. Van Dyke
951,Cary Grant|Rosalind Russell|Ralph Bellamy,Howard Hawks
952,,
953,James Stewart|Donna Reed|Lionel Barrymore,Frank Capra
954,James Stewart|Jean Arthur|Claude Rains,Frank Capra
955,Katharine Hepburn|Cary Grant|Charles Ruggles,Howard Hawks
956,Cary Grant|Irene Dunne|Beulah Bondi,George Stevens
957,Lillian Gish|Lars Hanson|Henry B. Walthall,Victor Sjöström
958,,
959,Bette Davis|Leslie Howard|Frances Dee,John Cromwell
960,Paul Muni|Anne Baxter|Claude Rains,Archie Mayo
961,Freddie Bartholomew|Dolores Costello|C. Aubrey Smith,John Cromwell
962,,
963,Danny Kaye|Walter Slezak|Barbara Bates,Henry Koster
964,,
965,,
966,,
967,,
968,Duane Jones|Judith O&apos;Dea|Karl Hardman,George A. Romero
969,Humphrey Bogart|Katharine Hepburn|Robert Morley,John Huston
970,,
971,Elizabeth Taylor|Paul Newman|Burl Ives,Richard Brooks
972,Elizabeth Taylor|Van Johnson|Walter Pidgeon,Richard Brooks
973,Gary Cooper|Barbara Stanwyck|Edward Arnold,Frank Capra
974,Charles Boyer|Hedy Lamarr|Sigrid Gurie,John Cromwell
975,James Cagney|Evelyn Daw|William Frawley,Victor Schertzinger
976,Gary Cooper|Helen Hayes|Adolphe Menjou,Frank Borzage
977,Chester Morris|Madge Evans|Leo Carrillo,Edwin L. Marin
979,Ian Hart|John Lynch|James Frain,Thaddeus O&apos;Sullivan
980,Michelle Yeoh|Cynthia Rothrock|John Sham,Corey Yuen
981,Ice Cube|Elizabeth Hurley|Thokozani Nkosi,Darrell Roodt
982,,
983,Bernard Hill|John Hannah|Mark Anthony,Chris Newby
984,,
985,Roberta Guaspari|Arnold Steinhardt|Isaac Stern,Allan Miller
986,Jeff Daniels|Anna Paquin|Dana Delany,Carroll Ballard
987,,
988,,
989,André Eisermann|Dana Vávrová|Ben Becker,Joseph Vilsmaier
990,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade,Ringo Lam
991,Liam Neeson|Aidan Quinn|Julia Roberts,Neil Jordan
992,Halle Berry|Christopher McDonald|Peter Greene,Amy Holden Jones
993,Matthew Broderick|Patricia Arquette|Jeffrey Force,Matthew Broderick
994,Tony Shalhoub|Stanley Tucci|Marc Anthony,Campbell Scott|Stanley Tucci
996,Bruce Willis|Bruce Dern|William Sanderson,Walter Hill
997,Edward James Olmos|Maria Conchita Alonso|Arie Verveen,Robert M. Young
998,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox,F. Gary Gray
999,Teri Hatcher|Jeff Daniels|Danny Aiello,John Herzfeld
1000,,
